Text,Language
 年轻时的比贾普尔。, Chinese
 除了成为“Jahagirdar”，, Chinese
 他住在浦那的某个地区。, Chinese
 Shivaji 的母亲 Jijabai，, Chinese
 是一个非常虔诚的人, Chinese
 雄心勃勃的女人，她的父亲, Chinese
 是 Sindkhed 领导人 Lakhujirao Jadhav。, Chinese
 真理终将胜利, Chinese
最后，根据 Shivaji 的说法，, Chinese
谁被教导过, Chinese
为正义而战, Chinese
 不管遇到什么挑战, Chinese
 你的面子最重要, Chinese
 她小时候教给他的教训。, Chinese
随着 Shivaji 的成长，, Chinese
 Jijamata 的教导有, Chinese
 对他的思想产生了深远的影响。, Chinese
如果我们看一下, Chinese
印度选举的情景，, Chinese
 任何有足够力量的随机人, Chinese
钱可以竞选。, Chinese
他们只需要成为该国的公民, Chinese
 国家和在, Chinese
至少25岁。, Chinese
 有几个, Chinese
条款也很容易。, Chinese
最奇怪的是，比赛, Chinese
选举不需要, Chinese
 任何最低教育资格。, Chinese
 因此，我们看到有多少未受过教育的人, Chinese
 和不值得的候选人, Chinese
掌权，然后无休止地滥用它。, Chinese
 一个没有受过教育的部长的国家, Chinese
 不能发展，甚至走不上正路。, Chinese
我们政府急需受过教育的部长。, Chinese
他们是能够使, Chinese
他们将处理的国家进步, Chinese
 东西比文盲好。, Chinese
 候选人必须是合格的, Chinese
为了担当大任, Chinese
 就像管理整个国家一样。, Chinese
简而言之，我们需要拯救我们的国家, Chinese
来自腐败和未受过教育的政客, Chinese
谁不亚于寄生虫进食, Chinese
 远离发展的增长, Chinese
国家及其资源。, Chinese
 我们所有人都必须团结起来打破, Chinese
 车轮和工作, Chinese
 祖国繁荣昌盛的未来。, Chinese
报纸的发行始于, Chinese
17世纪。不同国家, Chinese
 有不同的时间表开始, Chinese
 报纸的出版。 1665年，, Chinese
第一份真正的报纸在英国印刷。, Chinese
 美国第一份报纸, Chinese
被命名为“国外和国内的公共事件”, Chinese
 于 1690 年印刷。同样，对于英国，, Chinese
这一切都始于 1702 年，在加拿大，在, Chinese
1752 年 第一份报纸被命名为, Chinese
 哈利法克斯公报开始出版。, Chinese
19世纪后期，报纸, Chinese
 变得非常普遍并且, Chinese
 由于价格低廉, Chinese
 取消他们的印花税。但，, Chinese
 20世纪初，计算机技术, Chinese
 开始取代旧的印刷劳动方法。, Chinese
报纸是一种非常强大的媒体, Chinese
在人们之间传播信息。, Chinese
 信息是我们需要的非常重要的东西, Chinese
 了解我们周围发生的事情。还有意识, Chinese
 发生在, Chinese
我们周围的帮助, Chinese
 我们在更好的规划和决策。, Chinese
政府及其他, Chinese
官方公告, Chinese
 是在报纸上完成的。, Chinese
 政府和私营部门, Chinese
 就业相关信息，如工作, Chinese
 职位空缺和不同的竞争相关, Chinese
信息也, Chinese
 在报纸上发表。, Chinese
天气预报，, Chinese
商业相关新闻、政治、, Chinese
 经济、国际、, Chinese
 体育和娱乐相关的所有, Chinese
 信息刊登在报纸上。, Chinese
报纸是理想的, Chinese
 增加的来源, Chinese
时事。在大多数家庭中, Chinese
现在的社会，早上是从, Chinese
 正在阅读的报纸, Chinese
在这个数字化时代，, Chinese
 丰富的数据是, Chinese
在互联网上可用。, Chinese
大多数新闻, Chinese
 渠道和报纸出版社来应对, Chinese
 跟上潮流, Chinese
 数字化已经打开, Chinese
他们自己的网站和移动应用程序。, Chinese
 信息通过社交即时传播, Chinese
媒体和网站。, Chinese
在当前这种情况下, Chinese
 哪里的信息, Chinese
几乎可以在互联网上实时获得，, Chinese
 报纸的原始形式似乎, Chinese
面对请客, Chinese
存在。然而，每天，, Chinese
 每周报纸仍然, Chinese
 在这方面保持其重要性, Chinese
 数字时代。, Chinese
 该报仍被认为, Chinese
作为任何信息的真实来源。, Chinese
大多数报纸也有专门的, Chinese
 青年和学生部分, Chinese
 来表达和展示他们的才华。, Chinese
关于测验，论文的几篇文章，, Chinese
 短篇小说、绘画出版, Chinese
做报纸的, Chinese
 有趣的文章, Chinese
 在校学生当中。, Chinese
它还有助于灌输, Chinese
读书的习惯, Chinese
从小看报纸。, Chinese
报纸是一个很好的来源, Chinese
 信息, Chinese
可以在家里使用。, Chinese
 每个人, Chinese
 必须确保吸收, Chinese
 读书的习惯, Chinese
 他们生活中的报纸。, Chinese
 在当今的数字世界中，, Chinese
在线信息来源, Chinese
是现成的，但, Chinese
 真实可信, Chinese
 这些信息是, Chinese
 未知。是报纸, Chinese
 这确保提供, Chinese
 我们准确且经过验证, Chinese
 信息。报纸是永久性的, Chinese
 因为他们已经, Chinese
 能够赢得人们的信任, Chinese
 及其经过验证的信息。社交上，, Chinese
报纸在其中扮演着重要的角色, Chinese
 养育和维持, Chinese
 士气与和谐, Chinese
 社会在更大程度上。, Chinese
最著名的之一, Chinese
和受人尊敬的印度实业家，, Chinese
 Ratan Naval Tata 是, Chinese
塔塔儿子和塔塔集团。 73岁时，, Chinese
 塔塔领导着该国最大的公司之一, Chinese
 由近 100 家企业组成的企业集团, Chinese
 收入总额约为, Chinese
 670亿美元。他也是主席, Chinese
 塔塔钢铁等主要塔塔公司，, Chinese
 塔塔汽车公司、塔塔电信服务公司。力量，, Chinese
塔塔咨询服务，塔塔茶，, Chinese
 塔塔化学公司和, Chinese
印度酒店公司。, Chinese
塔塔于 1937 年 12 月 28 日出生于, Chinese
 孟买，在最富有的家庭之一。, Chinese
 他的曾祖父是 Jamsedji Tata，, Chinese
 塔塔集团的创始人。作为一个年轻的男孩，, Chinese
 塔塔有一个不安, Chinese
父母离异后的童年。, Chinese
 他由祖母抚养长大，, Chinese
Navajbai 夫人在塔塔宫的奢华环境中。, Chinese
 美国对, Chinese
塔塔的后裔，他去了康奈尔大学, Chinese
 学习建筑和结构工程。, Chinese
 后来他追求了管理, Chinese
来自哈佛大学的课程。, Chinese
塔塔后来铺平了成为, Chinese
塔塔工业董事长, Chinese
 并在引导方面发挥了重要作用, Chinese
在广泛的改革中。, Chinese
在他的领导下，, Chinese
 塔塔咨询服务上市, Chinese
塔塔汽车上市, Chinese
 纽约证券交易所给予, Chinese
它更具国际影响力和认可度。, Chinese
 他被认为领导, Chinese
 塔塔集团成功竞购Corus, Chinese
 一家英荷钢铁和铝生产商, Chinese
以及捷豹和路虎, Chinese
来自福特公司的品牌。, Chinese
在公司任职期间, Chinese
见证了印度的发射, Chinese
 第一辆真正的印度汽车，“Indica”。, Chinese
 这辆车是塔塔的心血结晶。, Chinese
 2000 年，塔塔的食品部门被收购, Chinese
7000 万英镑的茶叶公司 Tetley。, Chinese
2009-10年度集团收入, Chinese
 增长了近12倍，, Chinese
总计674亿美元。, Chinese
 塔塔还担任, Chinese
 Fiat SpA 和 Alcoa 的董事会以及, Chinese
 也在国际上, Chinese
 三菱公司的董事会，, Chinese
 美国国际集团，, Chinese
 摩根大通、劳斯莱斯、, Chinese
 淡马锡控股与货币政策, Chinese
 新加坡当局。, Chinese
2000年，他荣获, Chinese
 Padma Bhushan 由, Chinese
 印度政府。, Chinese
 他还被授予, Chinese
名誉博士学位, Chinese
 在工商管理, Chinese
由俄亥俄州立大学，, Chinese
名誉博士学位, Chinese
亚洲研究所的技术, Chinese
 技术，曼谷，, Chinese
和名誉博士学位, Chinese
 华威大学的科学。, Chinese
塔塔有个人, Chinese
 3亿英镑的财富, Chinese
并拥有不到1%的股份, Chinese
巨大的群体。, Chinese
超过三分之二的塔塔集团是, Chinese
归慈善机构所有, Chinese
相信会资助好的事业。, Chinese
塔塔集完美, Chinese
 慷慨的例子和, Chinese
 26/11 袭击期间的领导。, Chinese
 他手无寸铁，一个人站在外面, Chinese
泰姬陵酒店并监督活动, Chinese
 帮助受害者。他展示了他的, Chinese
 亲自拜访的人道姿态, Chinese
 80名员工的家属, Chinese
 死亡或受伤。他千方百计, Chinese
 为受害者提供救济，甚至要求, Chinese
 家庭和家属, Chinese
至于他们想让他做什么。, Chinese
他的退休可能还有一年的时间，, Chinese
 但塔塔已经开始粉化, Chinese
制定退休后的计划。, Chinese
 他计划设立一个设计, Chinese
 国际标准和规模的中心。, Chinese
他领导了很多项目的开发, Chinese
创新的设计和产品，, Chinese
 最著名的是 Nano。, Chinese
Nano 的想法诞生于他, Chinese
 对核安全的关注, Chinese
 乘坐两轮车上下班的家庭。, Chinese
 他是那个建议的人, Chinese
 应安装微型车, Chinese
只有一个挡风玻璃刮水器。, Chinese
这降低了它的价格, Chinese
 和维护成本。, Chinese
教英语语法有帮助, Chinese
 学生获得, Chinese
听力技巧，, Chinese
 说、读, Chinese
 和写作。, Chinese
在没有语法知识的情况下，, Chinese
学生不会说话, Chinese
 或正确书写英文。, Chinese
 语法在其中起着至关重要的作用, Chinese
教授和学习任何语言。, Chinese
 政府意识到的重要性, Chinese
 语法作为关键部分, Chinese
 的语言教育。, Chinese
 语法变成了, Chinese
的重要组成部分, Chinese
学校英语课程, Chinese
 从小学到高等教育。, Chinese
 语法是基础, Chinese
英语这门语言, Chinese
 这是一个基本的, Chinese
部分教学和, Chinese
 学习英语语法, Chinese
 在不丹教室里。, Chinese
学校英语课程分, Chinese
 英语分为四项关键技能，例如：, Chinese
口语和听力，写作，, Chinese
 阅读与文学与语言, Chinese
从学前班到十二年级, Chinese
帮助学生以正确的方式学习。, Chinese
 因此，本文将探讨如何, Chinese
 英语语法教学, Chinese
在课堂上以正式的方式, Chinese
 帮助学生获得听力，, Chinese
 口语、阅读和写作能力。, Chinese
 自然，从最广泛的意义上说，是自然的，, Chinese
 物理的、物质的世界或宇宙。, Chinese
“自然”可以指物质世界的现象，, Chinese
 以及一般的生活。, Chinese
对自然的研究即使不是科学的唯一部分，也是很大一部分。, Chinese
虽然人类是自然的一部分，, Chinese
 人类活动通常被理解为与其他自然现象不同的一个类别。, Chinese
[1] nature这个词是从古法语nature借来的，来源于拉丁词natura，, Chinese
或“基本素质，, Chinese
 先天性情”，而在古代，, Chinese
字面意思是“出生”。, Chinese
[2] 在古代哲学中，natura 主要用作希腊词 physis (Ï†ÏÏƒ¹Ï‚) 的拉丁语翻译，, Chinese
最初与植物的内在特征有关，, Chinese
 动物和世界的其他特征会自行发展。, Chinese
作为一个整体的自然概念，即物理宇宙，是以下几个概念之一, Chinese
 原始概念的扩展；[1], Chinese
 它始于单词Ï†ÏÏƒÈ¹Ï‚ 的某些核心应用, Chinese
 由前苏格拉底哲学家（虽然这个词当时有一个动态的维度，, Chinese
 尤其是赫拉克利特），, Chinese
 并且从那时起就稳步升值。”, Chinese
在过去几个世纪现代科学方法出现的过程中，, Chinese
 自然成为被动的现实，, Chinese
 由神圣法则组织和推动。, Chinese
[5][6] 随着工业革命，, Chinese
 自然越来越被视为, Chinese
被剥夺有意干预的现实部分：, Chinese
因此，它被一些传统认为是神圣的（卢梭，, Chinese
美国超验主义）或仅仅是出于天意的礼节, Chinese
 或人类历史（黑格尔、马克思）。, Chinese
然而，一种更接近于前苏格拉底的自然活力论者的观点，, Chinese
 同时重生，尤其是在查尔斯·达尔文之后。, Chinese
[1] 在今天这个词的各种用法中，, Chinese
 “自然”通常指地质学和野生动物。, Chinese
自然可以指有生命的植物和动物的一般境界，, Chinese
 在某些情况下与无生命相关的过程, Chinese
 对象——特定类型的事物存在的方式和自行改变的方式，, Chinese
 例如地球的天气和地质。, Chinese
它通常被用来表示“自然环境”或荒野——野生动物、岩石、森林、, Chinese
 并且通常那些没有被人为干预实质性改变的东西，, Chinese
或者在人为干预下仍然存在。, Chinese
例如，人造物体和人类互动通常不被视为自然的一部分，, Chinese
 除非被限定为例如“人性”或“整个自然”。, Chinese
这种更传统的自然事物的概念仍然可以, Chinese
今天被发现意味着天然和人工之间的区别，, Chinese
 人工存在被理解为由人类意识或人类思想创造出来的东西。, Chinese
根据具体语境，, Chinese
" ""自然""一词也可以与非自然或超自然区分开来。", Chinese
[1] 地球是已知唯一支持生命存在的行星，, Chinese
 及其自然特征是许多科学研究领域的主题。, Chinese
在太阳系内，, Chinese
 它离太阳第三近；, Chinese
 它是最大的类地行星，也是第五大类地行星。, Chinese
它最突出的气候特征是它的两个大极地地区，, Chinese
 两个相对狭窄的温带，, Chinese
和广阔的赤道热带至亚热带地区。, Chinese
[7] 降水因地点而异，, Chinese
 从每年几米的水减少到不到一毫米。, Chinese
地球表面的 71% 被咸水海洋覆盖。, Chinese
其余由大陆和岛屿组成，, Chinese
 大部分有人居住的土地位于北半球。, Chinese
地球经历了地质演化和, Chinese
 留下原始条件痕迹的生物过程。, Chinese
外表面分为几个逐渐迁移的构造板块。, Chinese
内部保持活跃，, Chinese
 有一层厚厚的塑料外壳和一个能产生磁场的铁芯。, Chinese
该铁芯由固体内相组成，, Chinese
 和流体外相。, Chinese
核心中的对流运动通过发电机作用产生电流，, Chinese
而这些又会产生地磁场。, Chinese
大气条件已经显着, Chinese
 由于生命形式的存在而改变了原始条件，, Chinese
[8] 创造了稳定地表条件的生态平衡。, Chinese
尽管气候因纬度和其他地理因素而存在广泛的区域差异，, Chinese
 间冰期的长期平均全球气候相当稳定，, Chinese
 和全球平均水平一两度的变化, Chinese
 历史上温度对生态平衡有重大影响，, Chinese
 和地球的实际地理。, Chinese
[10][11]地质学是科学和, Chinese
研究构成地球的固体和液体物质。, Chinese
地质学领域包括研究成分、结构、, Chinese
 物理特性，动力学，, Chinese
 和地球材料的历史，, Chinese
 以及它们形成、移动和改变的过程。, Chinese
该领域是一门重要的学科，, Chinese
对矿物和碳氢化合物的提取也很重要，, Chinese
 了解和减轻自然灾害，, Chinese
 一些岩土工程领域，, Chinese
 了解过去的气候和环境。, Chinese
一个地区的地质作为岩石单元随着时间的推移而演变, Chinese
被沉积和插入，变形过程改变了它们的形状和位置。, Chinese
岩石单元首先通过沉积到, Chinese
 表面或侵入上覆岩石。, Chinese
当沉积物沉降到表面时会发生沉积, Chinese
 地球的一部分，然后岩化成沉积岩，, Chinese
 或者当火山灰或熔岩等火山物质流动时，覆盖表面。, Chinese
火成岩侵入体，如岩基、石灰岩、堤坝和窗台，, Chinese
 向上推入上面的岩石，, Chinese
 并在它们侵入时结晶。, Chinese
在沉积了最初的岩石序列之后，, Chinese
岩石单元可以变形和/或变质。, Chinese
变形通常由于水平缩短而发生，, Chinese
 水平延伸，或左右（走滑）运动。, Chinese
这些结构制度广泛地涉及收敛边界，, Chinese
 不同的界限，, Chinese
 和变换构造板块之间的边界。, Chinese
地球估计已经形成 4.54, Chinese
十亿年前从太阳星云，, Chinese
 与太阳和其他行星一起。, Chinese
[12] 大约 2000 万年后，月球形成了。, Chinese
最初熔化，地球外层冷却，, Chinese
 导致结实的地壳。, Chinese
放气和火山活动产生了原始大气。, Chinese
冷凝水蒸气，其中大部分或全部来自彗星输送的冰，, Chinese
 产生了海洋和其他水源。, Chinese
[13] 高能化学被认为具有, Chinese
 大约 40 亿年前产生了一种自我复制的分子。, Chinese
[14] 大陆形成，然后分裂并重新形成, Chinese
 地球表面经过数亿年的重塑，, Chinese
 偶尔结合起来形成一个超级大陆。, Chinese
大约 7.5 亿年前，已知最早的超级大陆罗迪尼亚 (Rodinia)，, Chinese
 开始分裂。, Chinese
这些大陆后来重新组合形成了潘诺西亚, Chinese
 大约在 5.4 亿年前分裂，, Chinese
 最后是大约 1.8 亿年前分裂的泛大陆。, Chinese
[16] 新元古代时期，冰冻, Chinese
温度覆盖了地球上大部分冰川和冰原。, Chinese
这个假说被称为“雪球地球”，, Chinese
 它特别有趣，因为它先于, Chinese
多细胞的寒武纪大爆发, Chinese
生命形式在大约 530 至 5.4 亿年前开始增殖。, Chinese
[17] 自寒武纪大爆发以来，已经发生了五次明显可识别的大规模灭绝。, Chinese
[18] 上一次大规模灭绝发生在大约 6600 万年前，, Chinese
 当陨石碰撞可能引发了灭绝, Chinese
 非鸟类恐龙和其他大型爬行动物，, Chinese
 但幸免于哺乳动物等小动物。, Chinese
在过去的 6600 万年里，哺乳动物的生活多样化了。, Chinese
[19] 几百万年前，一种, Chinese
 小非洲猿获得了直立的能力。, Chinese
[15]随后出现的人类生命，, Chinese
农业的发展和进一步的文明使人类, Chinese
 比以前的任何生命形式更快地影响地球，, Chinese
影响其他生物的性质和数量以及全球气候。, Chinese
相比之下，大氧化事件，, Chinese
 由铁线纪时期藻类增殖产生，, Chinese
需要大约 3 亿年才能达到顶峰。, Chinese
当前时代被归类为大规模灭绝事件的一部分，, Chinese
 全新世灭绝事件，, Chinese
 有史以来最快的一次。, Chinese
[20][21] 一些人，例如哈佛大学的 E. O. Wilson，, Chinese
 预测人类对生物圈的破坏可能导致, Chinese
 在未来 100 年内，所有物种的一半将灭绝。, Chinese
[22] 当前灭绝事件的范围仍在研究中，, Chinese
由生物学家争论和计算。, Chinese
[23][24][25] 地球大气层是维持生态系统的关键因素。, Chinese
包裹地球的薄层气体由重力固定在适当的位置。, Chinese
空气中主要是氮气、氧气、水蒸气、, Chinese
 含有少量的二氧化碳、氩气等。, Chinese
大气压随高度稳定下降。, Chinese
臭氧层在消耗中起着重要作用, Chinese
 到达表面的紫外线 (UV) 辐射量。, Chinese
由于 DNA 很容易被紫外线破坏，, Chinese
 这有助于保护地表生命。, Chinese
大气层也在夜间保留热量，, Chinese
 从而减少每日极端温度。, Chinese
陆地天气几乎只发生在大气层的低层，, Chinese
 并作为重新分配热量的对流系统。, Chinese
[26]洋流是决定气候的另一个重要因素，, Chinese
 特别是主要的水下温盐环流, Chinese
 它将热能从赤道海洋分配到极地地区。, Chinese
这些电流有助于缓和, Chinese
 温带地区冬季和夏季的温差。, Chinese
此外，如果没有洋流和大气重新分配热能，, Chinese
 热带地区会更热，而极地地区会更冷。, Chinese
天气既可以产生有益的影响，也可以产生有害的影响。, Chinese
极端天气，例如龙卷风或飓风和旋风，, Chinese
 可以沿其路径消耗大量能量，并产生破坏。, Chinese
地表植被的演变依赖于天气的季节性变化，, Chinese
 只持续几年的突然变化会产生巨大的影响，, Chinese
 植物和动物都依赖于它们的生长作为食物。, Chinese
气候是衡量天气长期趋势的指标。, Chinese
已知有多种因素会影响气候，, Chinese
 包括洋流，, Chinese
 地表反照率、温室气体、, Chinese
 太阳光度的变化，, Chinese
 以及地球轨道的变化。, Chinese
根据历史记载，地球已知有, Chinese
 过去经历了剧烈的气候变化，包括冰河时代。, Chinese
一个地区的气候取决于许多因素，, Chinese
 特别是纬度。, Chinese
具有相似气候属性的表面纬度带形成气候区。, Chinese
有很多这样的地区，, Chinese
 从赤道的热带气候到南北极端的极地气候。, Chinese
天气也受季节影响，, Chinese
 这是由于地轴相对于其轨道平面倾斜所致。, Chinese
因此，在夏季或冬季的任何给定时间，, Chinese
 地球的一部分更直接地暴露在太阳光线下。, Chinese
随着地球在其轨道上旋转，这种曝光交替进行。, Chinese
在任何时候，不分季节，, Chinese
 北半球和南半球经历相反的季节。, Chinese
天气是一个混乱的系统，很容易被环境的微小变化所改变，, Chinese
 所以准确的天气预报仅限于几天。, Chinese
[27] 总的来说，世界范围内正在发生两件事：, Chinese
 (1) 平均气温呈上升趋势；, Chinese
 （二）区域气候发生明显变化。, Chinese
[28] 水是一种化学物质，由, Chinese
 氢和氧 (H2O)，对所有已知的生命形式都至关重要。, Chinese
[29] 在典型用法中，水仅指其液体形式或状态，, Chinese
 但物质也有固态，冰，, Chinese
气态、水蒸气或蒸汽。, Chinese
水覆盖了地球表面的 71%。, Chinese
[30] 在地球上，它主要存在于海洋和其他大型水域中，, Chinese
 地下含水层中有 1.6% 的水，空气中有 0.001% 的水蒸气，, Chinese
 云, Chinese
[31][32] 海洋拥有 97% 的地表水，冰川和极地冰盖 2.4%，, Chinese
 和其他地表水，如河流，, Chinese
 湖泊和池塘 0.6%。, Chinese
此外，微量的地球水是, Chinese
包含在生物体和制成品中。, Chinese
海洋是主要的咸水体，也是水圈的主要组成部分。, Chinese
地球表面约有 71%（面积约 3.61 亿平方公里）被海洋覆盖，, Chinese
通常分为几个主要海洋和较小海洋的连续水域。, Chinese
平均海洋盐度约为千分之 35 (ppt) (3.5%)，, Chinese
几乎所有海水的盐度都在 30 到 38 ppt 之间。, Chinese
虽然通常被认为是几个“独立的”海洋，但这些水域构成了一个全球性的，, Chinese
 相互连接的咸水体通常被称为世界海洋或全球海洋。, Chinese
[33][34] 全球海洋作为一个连续体的概念, Chinese
 各部分之间相对自由交换的水对海洋学具有根本的重要性。, Chinese
[35] 主要的海洋划分部分由大陆界定，, Chinese
各种群岛和其他标准：, Chinese
 这些分区是（按大小降序排列）太平洋，, Chinese
 大西洋、印度洋、南大洋和北冰洋。, Chinese
较小的海洋区域称为海洋、海湾、海湾和其他名称。, Chinese
还有盐湖，, Chinese
 它们是较小的内陆咸水体，不与世界海洋相连。, Chinese
盐湖的两个著名例子是咸海和大盐湖。, Chinese
湖泊（来自拉丁语 lacus）是一种地形特征（或物理特征），, Chinese
 位于盆地底部的世界表面上的液体体, Chinese
 （另一种地貌或地形特征；即, Chinese
 它不是全局的）并且即使它移动也很慢。, Chinese
在地球上，水体位于内陆时被认为是湖泊，, Chinese
不是海洋的一部分，, Chinese
 比池塘更大更深，由河流滋养。, Chinese
[36][37] 除地球外，已知的唯一拥有湖泊的世界是土卫六，, Chinese
 土星最大的卫星，有乙烷湖，很可能与甲烷混合。, Chinese
目前尚不清楚土卫六的湖泊是否由河流补给，, Chinese
尽管土卫六的表面是由无数河床雕刻而成。, Chinese
地球上的天然湖泊一般分布在山区、裂谷带、, Chinese
 以及正在进行或最近发生冰川作用的地区。, Chinese
其他湖泊位于内陆盆地或沿成熟河流的河道。, Chinese
在世界的某些地方，, Chinese
由于上一个冰河时代遗留下来的混乱排水模式，有许多湖泊。, Chinese
所有的湖泊在地质时间尺度上都是暂时的，, Chinese
 因为它们会慢慢地充满沉积物或从包含它们的盆地中溢出。, Chinese
池塘是静止的水体，无论是天然的还是人造的，, Chinese
 通常比湖泊小。, Chinese
各种各样的人造水体被归类为池塘，, Chinese
包括为审美装饰而设计的水上花园，, Chinese
 专为商业养鱼而设计的鱼塘，, Chinese
 和用于储存热能的太阳能池。, Chinese
池塘和湖泊通过流速与溪流区分开来。, Chinese
虽然很容易观察到溪流中的水流，, Chinese
 池塘和湖泊拥有热力驱动的微流和中等风力驱动的水流。, Chinese
这些特征将池塘与许多其他水生地形特征区分开来，, Chinese
如溪流池和潮汐池。, Chinese
河流是天然水道，[38] 通常是淡水，, Chinese
 流向海洋、湖泊、大海或另一条河流。, Chinese
在少数情况下，河流只是流入地下或在到达另一个水体之前完全干涸。, Chinese
小河流也可以用其他几个名字来称呼，, Chinese
 包括溪流、小溪、小溪、溪流和小溪；, Chinese
没有定义什么可以称为河流的一般规则。, Chinese
许多小河流的名称都是特定于地理位置的。, Chinese
 一个例子是苏格兰和英格兰东北部的 Burn。, Chinese
有时据说一条河比一条小溪大，, Chinese
但由于语言含糊，情况并非总是如此。, Chinese
[39] 河流是水文循环的一部分。, Chinese
