"Text","Language"
"εσωτερικές δυνάμεις.","Greek"
" Πάνω απ' όλα αυτές οι δυνάμεις","Greek"
"είναι ένα ισχυρό Σύνταγμα","Greek"
"γενικό franchise για ενήλικες","Greek"
" πολιτική","Greek"
"Ο πολιτισμός της Ινδίας αντανακλά","Greek"
" τις πεποιθήσεις","Greek"
" και θρησκευτικές κλίσεις του","Greek"
" ο λαός της Ινδίας.","Greek"
"Η Ινδία είναι μια πολιτιστικά διαφορετική χώρα","Greek"
" με κάθε περιοχή με","Greek"
"τη δική του ξεχωριστή κουλτούρα","Greek"
" αντικατοπτρίζεται στη γλώσσα","Greek"
" και τις παραδόσεις των ανθρώπων.","Greek"
" Οι άνθρωποι ενός κράτους είναι εντελώς","Greek"
"διαφορετικά για πολιτιστικούς λόγους","Greek"
" από τους ανθρώπους άλλων κρατών·","Greek"
" παρόλα αυτά ακολουθούν ένα","Greek"
" κανόνας δικαίου.","Greek"
"Ο πολιτισμός λειτουργεί επίσης ως παράθυρο","Greek"
" της Ινδίας προς τον έξω κόσμο.","Greek"
" Βλέποντας τα διάφορα","Greek"
" πολιτισμούς της Ινδίας","Greek"
" μπορεί κανείς να θαυμάσει την ποικιλομορφία του","Greek"
"και επίσης γνωρίζει τους ανθρώπους","Greek"
"θρησκευτικές πεποιθήσεις και ένδοξο παρελθόν.","Greek"
" Για τους Ινδούς","Greek"
"ο πολιτισμός είναι τρόπος ζωής","Greek"
" και είναι κάτι","Greek"
"που είναι βαθιά ριζωμένο στην ψυχή τους.","Greek"
"Είναι τρόπος ζωής","Greek"
" που καθορίζει τη συμπεριφορά τους","Greek"
" κοινωνία","Greek"
"Η Ινδία είναι μια διάσημη χώρα","Greek"
"σε όλο τον κόσμο για τον πολιτισμό και την παράδοσή του.","Greek"
" Είναι η χώρα των διαφόρων","Greek"
" πολιτισμούς και παραδόσεις.","Greek"
"Είναι η χώρα των παλαιότερων","Greek"
" πολιτισμούς στον κόσμο.","Greek"
" Τα ζωτικά συστατικά του","Greek"
" Η ινδική κουλτούρα είναι καλοί τρόποι","Greek"
" πολιτισμένη επικοινωνία","Greek"
" τελετουργίες","Greek"
" Ακόμα και μετά τον τρόπο ζωής του καθενός","Greek"
"εκσυγχρονίστηκε","Greek"
"Ινδός λαός","Greek"
"δεν έχουν αλλάξει τις παραδόσεις και τις αξίες τους.","Greek"
" Η ιδιότητα της ενότητας μεταξύ των ανθρώπων του","Greek"
"διάφορους πολιτισμούς και παραδόσεις έχει κάνει την Ινδία","Greek"
" μια μοναδική χώρα.","Greek"
"Οι άνθρωποι εδώ ζουν ειρηνικά","Greek"
" στην Ινδία ακολουθώντας τους","Greek"
" τον δικό του πολιτισμό και τις παραδόσεις.","Greek"
"Shivaji Bhonsle","Greek"
"γνωστός και ως Shivaji Maharaj","Greek"
" θεωρούνταν βασιλιάς του λαού.","Greek"
" Η σιδερένια αποφασιστικότητα","Greek"
"η κυριαρχία ήταν οι επιτομές που ακολούθησαν.","Greek"
" Το θάρρος του δεν είχε όρια. αυτό το άρθρο","Greek"
"περιλαμβάνει μακρύ και κοντό","Greek"
"Shivaji Maharaj δοκίμια για μαθητές.","Greek"
" Μπορείτε να παρακολουθήσετε τα ιστορικά γεγονότα και","Greek"
"γράψτε μόνοι σας ένα δοκίμιο για τον Shivaji Maharaj.","Greek"
" Ακολουθήστε τη μορφή και διατηρήστε τη σωστή","Greek"
"σειρά για να βαθμολογήσετε περισσότερο στις εξετάσεις.","Greek"
" Αυτά τα δοκίμια μπορούν επίσης να χρησιμοποιηθούν για την προετοιμασία","Greek"
" για έναν διαγωνισμό συγγραφής δοκιμίου Shivaji Maharaj.","Greek"
"Ζώντας για τους ανθρώπους ήταν ένας βασιλιάς.","Greek"
" Ο πολεμιστής","Greek"
"που αγωνίζεται για την ευημερία του","Greek"
"ο λαός παλεύοντας ενάντια στην αδικία.","Greek"
" Η αυτοκρατορία Maratha είναι μια από τις παγκόσμιες αυτοκρατορίες","Greek"
" αυτοκρατορίες κύρους που δημιουργήθηκαν από τον α","Greek"
" ηγέτης που αρνήθηκε να ζήσει ως σκλάβος.","Greek"
"Στόχος μας σε αυτό το άρθρο είναι να σας δώσουμε μερικά","Greek"
" διορατικότητα στη ζωή του","Greek"
" Chhatrapati Shivaji Maharaj","Greek"
" ο μεγάλος πολεμιστής του Μαραθά.","Greek"
"Chhatrapati Shivaji Maharaj","Greek"
" ήταν ένας πολεμιστής του Μαραθά","Greek"
" και ιδρυτής ηγεμόνας της αυτοκρατορίας Maratha","Greek"
" στη δυτική Ινδία.","Greek"
" Στην Ινδία και ακόμη και σε άλλες χώρες","Greek"
" θεωρείται ακόμη","Greek"
"ο μεγαλύτερος πολεμιστής της εποχής του.","Greek"
" Ένας καινοτόμος στρατιωτικός τακτικός","Greek"
"και επιδέξιος διαχειριστής","Greek"
" θεωρείται γενναίος πολεμιστής.","Greek"
" Τα μεγάλα προσόντα που διέθετε","Greek"
"ως αρχηγός και βασιλιάς τον βοήθησε να χτίσει το","Greek"
"Maratha Empire σε μια ισχυρή και τεράστια δύναμη.","Greek"
"Ο Shivaji Bhonsle γεννήθηκε στο","Greek"
" βασιλική οικογένεια του Shahaji Bhonsle.","Greek"
"Ήταν γεννημένος ηγέτης και πήγε","Greek"
"για την καθιέρωση του","Greek"
" Maratha Empire αυτό","Greek"
" τρομοκρατούσε ακόμη και τους πανίσχυρους Μογγάλους.","Greek"
"Γεννήθηκε στις 16 Φεβρουαρίου 1627 στο Σιβνέρι","Greek"
"Ο Shivaji ήταν ο περήφανος γιος του Shahji.","Greek"
" Αυτό το δοκίμιο του Shivaji Maharaj","Greek"
" στα αγγλικά θα σας πει για τη δόξα","Greek"
" και ανδρεία του βασιλιά του λαού.","Greek"
"Η μητέρα του Shivaji","Greek"
"επίσης πολύ ισχυρή σε προσωπικότητα.","Greek"
" Ήταν ενάρετη και έδινε","Greek"
"την κατάλληλη εκπαίδευση για να","Greek"
" τον γιο της να τον κάνει ατρόμητο.","Greek"
" Μεγάλωσε ακούγοντας το","Greek"
" ανδρεία και δόξα των","Greek"
" Ramayana και Mahabharata.","Greek"
"Ακολούθησε επίσης τις διδασκαλίες","Greek"
"από αυτά τα δύο έπη αλλά και εμποτισμένα","Greek"
"τα ισχυρά ελαστικά χαρακτηριστικά","Greek"
"ενός ιδανικού ινδουιστικού χαρακτήρα.","Greek"
" Δεν έμαθε ποτέ να υποκλίνεται","Greek"
"κάτω από οποιαδήποτε δύναμη.","Greek"
"Σε αυτό το δοκίμιο του Shivaji Maharaj","Greek"
"τα επιτεύγματα θα ξεδιπλωθούν.","Greek"
"Για τους ανθρώπους των οποίων η ζωή","Greek"
" καταστράφηκαν από την αυτοκρατορία των Mughal","Greek"
" τη γέννηση του Chhatrapati Shivaji Maharaj","Greek"
" ήταν καλός οιωνός.","Greek"
" Κατά τη διάρκεια των κακουχιών του","Greek"
"ο κανόνας των Mughal","Greek"
"αχτίδα ελπίδας για τους ανθρώπους.","Greek"
" Ο Μαχαράτζ γεννήθηκε στις 18 Φεβρουαρίου","Greek"
"1630 κατά το Ιουλιανό ημερολόγιο","Greek"
" και στον Φάλγκουν Κρίσνα","Greek"
" Tritiya (Falgun Krishna Tritiya)","Greek"
" σύμφωνα με το ινδουιστικό ημερολόγιο","Greek"
" στο οχυρό Shivneri","Greek"
" κοντά στην περιοχή Pune","Greek"
"Bhosale και Jijabai Bhosale.","Greek"
"Δώσαμε κάποιες πληροφορίες","Greek"
" σχετικά με την ημερομηνία γέννησης του Shivaji Maharaj","Greek"
" στο τέλος αυτού του άρθρου.","Greek"
"Στα παιδικά του χρόνια η μητέρα του","Greek"
" Ο Τζιτζαμάτα τον αποκάλεσε «Σίβμπα».","Greek"
" Υπηρέτησε τον Βασιλιά του","Greek"
" Bijapur κατά τη διάρκεια της νεαρής του ζωής.","Greek"
" Εκτός από το ότι είναι ""Jahagirdar""","Greek"
" ζούσε σε μια συγκεκριμένη περιοχή στην Πούνε.","Greek"
" Jijabai","Greek"
" ήταν βαθιά θρησκευόμενος και","Greek"
" φιλόδοξη γυναίκα που ο πατέρας της","Greek"
" ήταν ο αρχηγός της Σιντχέντ Λακουτζιράο Τζαντάβ.","Greek"
" Η αλήθεια θα θριαμβεύσει","Greek"
"το τέλος","Greek"
"που έχει διδαχθεί ότι","Greek"
"παλεύοντας για το σωστό","Greek"
" ανεξάρτητα από τις προκλήσεις","Greek"
" το πρόσωπο σας είναι το πιο σημαντικό","Greek"
" μάθημα που του έκανε σαν παιδί.","Greek"
"Καθώς ο Shivaji μεγάλωνε","Greek"
" Οι διδασκαλίες του Jijamata είχαν","Greek"
" μια βαθιά επίδραση στο μυαλό του.","Greek"
"Αν κοιτάξουμε το","Greek"
"σενάριο ινδικών εκλογών","Greek"
" κάθε τυχαίο άτομο με αρκετή δύναμη και","Greek"
"τα χρήματα μπορούν να διεκδικήσουν τις εκλογές.","Greek"
"Απλώς πρέπει να είναι πολίτης του","Greek"
" χώρα και να είναι σε","Greek"
"τουλάχιστον 25 ετών.","Greek"
" Υπάρχουν λίγα","Greek"
"ρήτρες επίσης που είναι πολύ εύκολες.","Greek"
"Το πιο περίεργο είναι αυτός ο διαγωνισμός","Greek"
"για εκλογές δεν απαιτεί","Greek"
" οποιοδήποτε ελάχιστο προσόν εκπαίδευσης.","Greek"
" Έτσι","Greek"
" και μη άξιους υποψηφίους","Greek"
"να πάρει την εξουσία και μετά να την καταχραστεί ατελείωτα.","Greek"
" Μια χώρα με αμόρφωτους υπουργούς","Greek"
" δεν μπορεί να αναπτυχθεί ή ακόμα και να βρίσκεται στο σωστό δρόμο.","Greek"
"Χρειαζόμαστε μορφωμένους υπουργούς στην κυβέρνηση.","Greek"
"Είναι αυτοί που μπορούν να φτιάξουν","Greek"
"η χώρα προοδεύει όπως θα χειριστούν","Greek"
" πράγματα καλύτερα από τους αγράμματους.","Greek"
" Οι υποψήφιοι πρέπει να έχουν καλά προσόντα","Greek"
"για να αναλάβει μια μεγάλη ευθύνη","Greek"
" ως διοίκηση ενός ολόκληρου έθνους.","Greek"
"Με λίγα λόγια","Greek"
"από διεφθαρμένους και αμόρφωτους πολιτικούς","Greek"
"που δεν είναι λιγότερο από παράσιτα που τρώνε","Greek"
" μακριά η ανάπτυξη της ανάπτυξης","Greek"
"τη χώρα και τους πόρους της.","Greek"
" Όλοι πρέπει να ενωθούμε για να σπάσουμε","Greek"
" τον τροχό και την εργασία για το","Greek"
" ευημερούν το μέλλον της χώρας μας.","Greek"
"Η κυκλοφορία της εφημερίδας ξεκίνησε το","Greek"
"τον 17ο αιώνα. Διαφορετικές χώρες","Greek"
" έχουν διαφορετικά χρονοδιαγράμματα για την έναρξη του","Greek"
" έκδοση Εφημερίδων. Το 1665","Greek"
"η 1η πραγματική εφημερίδα τυπώθηκε στην Αγγλία.","Greek"
" Η πρώτη αμερικανική εφημερίδα","Greek"
"με την ονομασία ""Δημόσιες εμφανίσεις τόσο στο εξωτερικό όσο και στο εσωτερικό""","Greek"
" τυπώθηκε το 1690. Ομοίως","Greek"
"όλα ξεκινούν από το 1702 και στον Καναδά","Greek"
"έτος 1752 η πρώτη εφημερίδα με το όνομα","Greek"
" Η Halifax Gazette ξεκίνησε την έκδοσή της.","Greek"
"Στα τέλη του 19ου αιώνα οι εφημερίδες","Greek"
" έγινε πολύ κοινό και","Greek"
" ήταν φθηνά διαθέσιμα λόγω του","Greek"
" κατάργηση του τέλους χαρτοσήμου σε αυτά. Αλλά","Greek"
" στις αρχές του 20ου αιώνα","Greek"
" άρχισε να αντικαθιστά την παλιά εργατική μέθοδο εκτύπωσης.","Greek"
"Η εφημερίδα είναι ένα πολύ ισχυρό μέσο","Greek"
"διάδοση πληροφοριών μεταξύ των ανθρώπων.","Greek"
" Η πληροφόρηση είναι πολύ ζωτικής σημασίας","Greek"
" ξέρουμε τι συμβαίνει γύρω μας. Επίσης","Greek"
" στα συμβάντα στο","Greek"
"το περιβάλλον μας βοηθάει","Greek"
" μας σε καλύτερο σχεδιασμό και απόφαση.","Greek"
"Κυβέρνηση και άλλα","Greek"
"επίσημες ανακοινώσεις","Greek"
" γίνονται σε εφημερίδα.","Greek"
" Κυβέρνηση και ιδιωτικός τομέας","Greek"
" πληροφορίες που σχετίζονται με την απασχόληση","Greek"
" κενές θέσεις και διαφορετικά ανταγωνιστικά","Greek"
"πληροφορίες είναι επίσης","Greek"
" δημοσιεύθηκε στην εφημερίδα.","Greek"
"Προβλέψεις καιρού","Greek"
"επιχειρηματικές ειδήσεις","Greek"
" οικονομική","Greek"
" που σχετίζονται με τον αθλητισμό και την ψυχαγωγία","Greek"
" πληροφορίες δημοσιεύονται στην εφημερίδα.","Greek"
"Η εφημερίδα είναι το ιδανικό","Greek"
" πηγή αύξησης","Greek"
"τρέχουσες υποθέσεις. Στο μεγαλύτερο μέρος του νοικοκυριού σε","Greek"
"η σημερινή κοινωνία","Greek"
" μια εφημερίδα που διαβάζει.","Greek"
"Σε αυτήν την εποχή της ψηφιοποίησης","Greek"
" άφθονα στοιχεία είναι","Greek"
"διαθέσιμο στο διαδίκτυο.","Greek"
"Τα περισσότερα νέα","Greek"
" εκδοτικοί οίκοι καναλιών και εφημερίδων για να αντεπεξέλθουν","Greek"
" με την τάση του","Greek"
" έχουν ανοίξει η ψηφιοποίηση","Greek"
"τον δικό τους ιστότοπο και την εφαρμογή για κινητά.","Greek"
" Οι πληροφορίες διαδίδονται άμεσα μέσω των κοινωνικών δικτύων","Greek"
"μέσα και ιστοσελίδες.","Greek"
"Σε αυτό το σημερινό σενάριο","Greek"
" όπου πληροφορίες","Greek"
"είναι σχεδόν διαθέσιμο σε πραγματικό χρόνο στο διαδίκτυο","Greek"
" η εφημερίδα στην αρχική της μορφή φαίνεται","Greek"
"να αντιμετωπίσει μια απόλαυση του","Greek"
"ύπαρξη. Ωστόσο","Greek"
" εβδομαδιαίες εφημερίδες ακόμα","Greek"
" έχει τη σημασία του σε αυτό","Greek"
" ψηφιακή εποχή.","Greek"
" Η εφημερίδα θεωρείται ακόμη","Greek"
"ως αυθεντική πηγή κάθε πληροφορίας.","Greek"
"Οι περισσότερες εφημερίδες έχουν επίσης μια ειδική","Greek"
" τμήμα για νέους και μαθητές σχολείων","Greek"
" να εκφράσουν και να δείξουν το ταλέντο τους.","Greek"
"Αρκετά άρθρα για το κουίζ","Greek"
" διήγημα","Greek"
"που κάνει εφημερίδα","Greek"
" ενδιαφέροντα άρθρα","Greek"
" μεταξύ των μαθητών του σχολείου.","Greek"
"Βοηθά επίσης στην εμφύσηση","Greek"
"τη συνήθεια της ανάγνωσης","Greek"
"η εφημερίδα από νωρίς.","Greek"
"Οι εφημερίδες είναι μια εξαιρετική πηγή","Greek"
" πληροφορίες που","Greek"
"μπορεί να είναι διαθέσιμο στο σπίτι.","Greek"
" Ο καθένας και ο καθένας","Greek"
" πρέπει να διασφαλίσει ότι απορροφά","Greek"
" τη συνήθεια της ανάγνωσης","Greek"
" εφημερίδες στη ζωή τους.","Greek"
" Στον σημερινό ψηφιακό κόσμο","Greek"
"διαδικτυακή πηγή πληροφοριών","Greek"
"είναι άμεσα διαθέσιμο αλλά το","Greek"
" αυθεντικότητα και αξιοπιστία","Greek"
" από τέτοιες πληροφορίες είναι","Greek"
" άγνωστο. Είναι η εφημερίδα","Greek"
" που διασφαλίζει την παροχή","Greek"
" μας ακριβής και επαληθευμένη","Greek"
" πληροφορίες. Οι εφημερίδες είναι μόνιμες","Greek"
" καθώς επειδή υπήρξαν","Greek"
" ικανός να κερδίσει την πίστη του λαού","Greek"
" με τις επικυρωμένες πληροφορίες του. Κοινωνικά","Greek"
"η εφημερίδα παίζει σημαντικό ρόλο στην","Greek"
" ανατροφή και διατήρηση των","Greek"
" ηθικό και αρμονία του","Greek"
" κοινωνία σε μεγαλύτερο βαθμό.","Greek"
"Ένα από τα πιο γνωστά","Greek"
"και σεβαστούς βιομήχανους στην Ινδία","Greek"
" Ο Ratan Naval Tata είναι ο πρόεδρος της","Greek"
"Tata Sons και Tata Group. Σε ηλικία 73 ετών","Greek"
" Η Tata ηγείται ενός από τους μεγαλύτερους της χώρας","Greek"
" ομίλους ετερογενών δραστηριοτήτων που περιλαμβάνουν σχεδόν 100","Greek"
" επιχειρήσεις με συνολικά έσοδα περίπου","Greek"
" 67 δισεκατομμύρια δολάρια ΗΠΑ. Είναι και πρόεδρος","Greek"
" μεγάλων εταιρειών Tata όπως η Tata Steel","Greek"
" Tata Motors","Greek"
"Tata Consultancy Services","Greek"
" Tata Chemicals και The","Greek"
"Indian Hotels Company.","Greek"
"Η Tata γεννήθηκε στις 28 Δεκεμβρίου 1937","Greek"
" Βομβάη","Greek"
" Ο προπάππος του ήταν ο Jamsedji Tata","Greek"
" ιδρυτής του ομίλου Tata. Ως νέο αγόρι","Greek"
" Η Τάτα είχε μια ταραγμένη","Greek"
"παιδική ηλικία μετά το χωρισμό των γονιών του.","Greek"
" Τον μεγάλωσε η γιαγιά του","Greek"
"Η Lady Navajbai στην αγκαλιά της πολυτέλειας στο Tata Palace.","Greek"
" Η Αμερική είχε μια ιδιαίτερη γοητεία για","Greek"
"ο γόνος Tata και πήγε στο Πανεπιστήμιο Cornell","Greek"
" να σπουδάσει αρχιτεκτονική και δομική μηχανική.","Greek"
" Αργότερα ακολούθησε διοίκηση","Greek"
"μάθημα από το Πανεπιστήμιο του Χάρβαρντ.","Greek"
"Ο Τάτα άνοιξε αργότερα τον δρόμο του για να γίνει","Greek"
"ο Πρόεδρος της Tata Industries","Greek"
" και συνέβαλε καθοριστικά στην έναρξη","Greek"
"σε ένα ευρύ φάσμα μεταρρυθμίσεων.","Greek"
"Υπό τη διαχείριση του ήταν αυτό","Greek"
" Η Tata Consultancy Services έγινε δημόσια","Greek"
"και η Tata Motors ήταν εισηγμένη στο","Greek"
" δίνοντας το Χρηματιστήριο της Νέας Υόρκης","Greek"
"μεγαλύτερη διεθνή ισχύ και αναγνώριση.","Greek"
" Του πιστώνεται η ηγεσία","Greek"
" η επιτυχημένη προσφορά του Tatas για την Corus","Greek"
" μια αγγλο-ολλανδική εταιρεία παραγωγής χάλυβα και αλουμινίου","Greek"
"καθώς και Jaguar και Land Rover","Greek"
"μάρκες από την εταιρεία Ford.","Greek"
"Κατά τη διάρκεια της θητείας του η εταιρεία","Greek"
"έγινε μάρτυρας της εκτόξευσης της Ινδίας","Greek"
" το πρώτο πραγματικά ινδικό αυτοκίνητο","Greek"
" Το αυτοκίνητο ήταν το πνευματικό τέκνο της Tata.","Greek"
" Το 2000 απέκτησε το τμήμα τροφίμων της Tata","Greek"
"εταιρεία τσαγιού Tetley για 70 εκατομμύρια GBP.","Greek"
"Τη χρήση 2009-10 τα έσοδα του ομίλου","Greek"
" έχουν αυξηθεί σχεδόν 12 φορές","Greek"
"συνολικού ύψους 67","Greek"
" Η Tata σερβίρει επίσης στο","Greek"
" πίνακες της Fiat SpA και της Alcoa και","Greek"
" είναι και στο διεθνές","Greek"
" διοικητικά συμβούλια της Mitsubishi Corporation","Greek"
" ο Αμερικανικός Διεθνής Όμιλος","Greek"
" JP Morgan Chase","Greek"
" Temasek Holdings και το Νομισματικό","Greek"
" Αρχή της Σιγκαπούρης.","Greek"
"Το έτος 2000 τιμήθηκε με","Greek"
" Padma Bhushan από το","Greek"
" κυβέρνηση της Ινδίας.","Greek"
" Του απονεμήθηκε επίσης ένα","Greek"
"επίτιμος διδάκτορας","Greek"
" στη διοίκηση επιχειρήσεων","Greek"
"από το Πολιτειακό Πανεπιστήμιο του Οχάιο","Greek"
"επίτιμος διδάκτορας στο","Greek"
"τεχνολογία από το Ασιατικό Ινστιτούτο","Greek"
" Τεχνολογίας","Greek"
"και επίτιμος διδάκτορας στο","Greek"
" επιστήμη από το Πανεπιστήμιο του Warwick.","Greek"
"Η Τάτα έχει μια προσωπική","Greek"
" περιουσία 300 εκατομμυρίων GBP","Greek"
"και κατέχει λιγότερο από το 1% του","Greek"
"κολοσσιαία ομάδα.","Greek"
"Πάνω από τα δύο τρίτα της Tata Group είναι","Greek"
"ιδιοκτησία φιλανθρωπικού ιδρύματος","Greek"
"καταπιστεύματα που χρηματοδοτούν καλούς σκοπούς.","Greek"
"Η Tata έθεσε ένα τέλειο","Greek"
" παράδειγμα γενναιοδωρίας και","Greek"
" ηγεσία κατά τις επιθέσεις της 26/11.","Greek"
" Άοπλος στάθηκε ολομόναχος έξω από το","Greek"
"ξενοδοχείο Taj και επέβλεπε τις δραστηριότητες","Greek"
" να βοηθήσει τα θύματα. Έδειξε το δικό του","Greek"
" ανθρώπινη χειρονομία επισκεπτόμενος προσωπικά το","Greek"
" οικογένειες και των 80 εργαζομένων που ήταν","Greek"
" σκοτώθηκαν ή τραυματίστηκαν. Δεν άφησε πέτρα πάνω του","Greek"
" να παράσχει ανακούφιση στα θύματα και μάλιστα ζήτησε","Greek"
" τις οικογένειες και τα εξαρτώμενα άτομα","Greek"
"ως προς το τι ήθελαν να κάνει.","Greek"
"Η συνταξιοδότησή του μπορεί να απέχει ακόμα ένα χρόνο","Greek"
" αλλά η Τάτα έχει αρχίσει να κιμωλιάζει","Greek"
"εκπονήσει σχέδια για τη μετά τη συνταξιοδότησή του.","Greek"
" Σχεδιάζει να στήσει ένα σχέδιο","Greek"
" κέντρο διεθνών προτύπων και κλίμακας.","Greek"
"Έχει οδηγήσει στην ανάπτυξη πολλών","Greek"
"καινοτόμα σχέδια και προϊόντα","Greek"
" το πιο διάσημο είναι ο Nano.","Greek"
"Η ιδέα του Nano γεννήθηκε με τη δική του","Greek"
" ανησυχία για την ασφάλεια των πυρηνικών","Greek"
" οικογένειες που μετακινούνται με δίτροχα.","Greek"
" Ήταν αυτός που το πρότεινε","Greek"
" το μικροσκοπικό αυτοκίνητο πρέπει να τοποθετηθεί","Greek"
"με έναν μόνο υαλοκαθαριστήρα.","Greek"
"Αυτό μείωσε την τιμή του","Greek"
" και το κόστος συντήρησης.","Greek"
"Η διδασκαλία της αγγλικής γραμματικής βοηθά","Greek"
" μαθητές να αποκτήσουν","Greek"
"δεξιότητες ακρόασης","Greek"
" μιλώντας","Greek"
" και γραφής.","Greek"
"Χωρίς γνώση γραμματικής","Greek"
"οι μαθητές δεν μπορούν να μιλήσουν","Greek"
" ή γράψτε σωστά αγγλικά.","Greek"
" Η γραμματική παίζει ζωτικό ρόλο στο","Greek"
"διδασκαλία και εκμάθηση οποιασδήποτε γλώσσας.","Greek"
" Η κυβέρνηση συνειδητοποίησε τη σημασία του","Greek"
" η γραμματική ως βασικό μέρος","Greek"
" της γλωσσικής εκπαίδευσης.","Greek"
" Η γραμματική έχει γίνει","Greek"
"σημαντικό μέρος της","Greek"
"το σχολικό πρόγραμμα των αγγλικών","Greek"
" από την πρωτοβάθμια στην τριτοβάθμια εκπαίδευση.","Greek"
" Η γραμματική είναι η βάση του","Greek"
"η αγγλική γλώσσα","Greek"
" και είναι θεμελιώδες","Greek"
"μέρος της διδασκαλίας και","Greek"
" εκμάθηση αγγλικής γραμματικής","Greek"
" στην τάξη του Μπουτάν.","Greek"
"Το σχολικό πρόγραμμα των αγγλικών διχάζει","Greek"
" Αγγλικά σε τέσσερις βασικές δεξιότητες όπως:","Greek"
"ομιλία και ακρόαση","Greek"
" ανάγνωση και λογοτεχνία και γλώσσα","Greek"
"από την προσχολική στην τάξη δώδεκα έως","Greek"
"βοηθούν τους μαθητές να μάθουν με σωστό τρόπο.","Greek"
"Επομένως","Greek"
" διδασκαλία και εκμάθηση αγγλικής γραμματικής","Greek"
"με επίσημο τρόπο στο περιβάλλον της τάξης","Greek"
" βοηθούν τους μαθητές να κερδίσουν την ακρόαση","Greek"
